source,brand,title,price,url,image_url,tags,sales_volume,raw_data,total_count,unit_price
PChome,明守對策,明守對策葉黃素 40顆/盒 (24hr日夜錠 金盞花 葉酸 山桑子 番紅花 游離型+酯化型 3C族必備螢幕桌機筆電),1280,https://24h.pchome.com.tw/prod/DBAW5A-A900FOEOD,https://cs-a.ecimg.tw/items/DBAW5AA900FOEOD/000001_1695090017.jpg,✅游離型 🫐花青素 🫐夜視守護,0,明守對策葉黃素 40顆/盒 (24hr日夜錠 金盞花 葉酸 山桑子 番紅花 游離型+酯化型 3C族必備螢幕桌機筆電),40.0,32.0
PChome,金盞花葉,金盞花葉黃素膠囊(B群特別版)30粒X3盒(可增進神經系統的健康),1799,https://24h.pchome.com.tw/prod/DBAUI6-A900GA93T,https://cs-a.ecimg.tw/items/DBAUI6A900GA93T/000001_1728348565.jpg,💊膠囊,0,金盞花葉黃素膠囊(B群特別版)30粒X3盒(可增進神經系統的健康),90.0,19.99
PChome,德國 5,德國 50粒葉黃素複方軟膠囊 3入 (50粒/盒),1167,https://24h.pchome.com.tw/prod/DFAQ1I-A900J72LC,https://cs-a.ecimg.tw/items/DFAQ1IA900J72LC/000001_1756869709.jpg,💊膠囊,0,德國 50粒葉黃素複方軟膠囊 3入 (50粒/盒),150.0,7.78
PChome,V金盞花,V金盞花萃取物葉黃素複方軟膠囊 60粒,849,https://24h.pchome.com.tw/prod/DBAUGQ-A900FWLUM,https://cs-a.ecimg.tw/items/DBAUGQA900FWLUM/000001_1717054519.jpg,💊膠囊,0,V金盞花萃取物葉黃素複方軟膠囊 60粒,60.0,14.15
PChome,金盞花葉,金盞花葉黃素+蝦紅素+B5,989,https://24h.pchome.com.tw/prod/DBBC6F-A900GXDX0,https://cs-a.ecimg.tw/items/DBBC6FA900GXDX0/000001_1740978509.jpg,🦐蝦紅素 🦐舒緩專注,0,金盞花葉黃素+蝦紅素+B5,,0.0
PChome,電競葉黃,電競葉黃素 軟膠囊 (30粒/盒)3盒組,1513,https://24h.pchome.com.tw/prod/DBAW6V-A900GGDP2,https://cs-a.ecimg.tw/items/DBAW6VA900GGDP2/000001_1688441010.jpg,💊膠囊,0,電競葉黃素 軟膠囊 (30粒/盒)3盒組,90.0,16.81
PChome,狀元．葉,狀元．葉黃素+蝦紅素(30粒/包) x1包,720,https://24h.pchome.com.tw/prod/DBBB1Q-A900BVAGP,https://cs-a.ecimg.tw/items/DBBB1QA900BVAGP/000001_1745074337.jpg,🦐蝦紅素 🦐舒緩專注,0,狀元．葉黃素+蝦紅素(30粒/包) x1包,30.0,24.0
PChome, 金盞花, 金盞花萃取物之葉黃素120粒(含山桑子萃取物),359,https://24h.pchome.com.tw/prod/DBBB54-A9008D7ND,https://cs-a.ecimg.tw/items/DBBB54A9008D7ND/000001_1693876748.jpg,🫐花青素 🫐夜視守護,0, 金盞花萃取物之葉黃素120粒(含山桑子萃取物),120.0,2.99
PChome,30:6,30:6:6高濃度晶亮葉黃素30粒X3盒(游離型/玉米黃素/玻尿酸/全素),1680,https://24h.pchome.com.tw/prod/DBAUI6-A900GA9EY,https://cs-a.ecimg.tw/items/DBAUI6A900GA9EY/000001_1762228602.jpg,✅游離型 💧水潤配方,0,30:6:6高濃度晶亮葉黃素30粒X3盒(游離型/玉米黃素/玻尿酸/全素),90.0,18.67
PChome,晶研全方,晶研全方位葉黃素EX(60錠/瓶),1782,https://24h.pchome.com.tw/prod/DFAI00-A900HH0NL,https://cs-a.ecimg.tw/items/DFAI00A900HH0NL/000001_1745483909.jpg,,0,晶研全方位葉黃素EX(60錠/瓶),60.0,29.7
PChome,金盞花萃,金盞花萃取葉黃素凍(20g*10包/盒),500,https://24h.pchome.com.tw/prod/DBBB5X-A900FV2EJ,https://cs-a.ecimg.tw/items/DBBB5XA900FV2EJ/000001_1760694402.jpg,🧃飲品/凍,0,金盞花萃取葉黃素凍(20g*10包/盒),,0.0
PChome,晶采金盞,晶采金盞花葉黃素60顆,799,https://24h.pchome.com.tw/prod/DBBB1Q-A9008E442,https://cs-a.ecimg.tw/items/DBBB1QA9008E442/000001_1725261324.jpg,,0,晶采金盞花葉黃素60顆,60.0,13.32
PChome,舒利視金,舒利視金盞花葉黃素 共3盒 (60顆/盒),1650,https://24h.pchome.com.tw/prod/DBBB1Q-A9007GGD0,https://cs-a.ecimg.tw/items/DBBB1QA9007GGD0/000001_1631760823.jpg,,0,舒利視金盞花葉黃素 共3盒 (60顆/盒),180.0,9.17
PChome,金盞花葉,金盞花葉黃素Plus蝦紅素軟膠囊 (50粒/盒) *2入組,1400,https://24h.pchome.com.tw/prod/DBDA21-A900GXJ6Y,https://cs-a.ecimg.tw/items/DBDA21A900GXJ6Y/000001_1767783583.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,0,金盞花葉黃素Plus蝦紅素軟膠囊 (50粒/盒) *2入組,100.0,14.0
PChome,30:6,30:6金盞花葉黃素膠囊(30粒/盒)(三大專利萃取+魚油+蝦紅素),440,https://24h.pchome.com.tw/prod/DBBBAO-A900A0HFS,https://cs-a.ecimg.tw/items/DBBBAOA900A0HFS/000001_1587002044.jpg,🦐蝦紅素 💧水潤配方 🦐舒緩專注 💊膠囊,0,30:6金盞花葉黃素膠囊(30粒/盒)(三大專利萃取+魚油+蝦紅素),30.0,14.67
PChome,葉黃素液,葉黃素液態軟膠囊 140顆,1590,https://24h.pchome.com.tw/prod/DFAQ1I-A900IHF35,https://cs-a.ecimg.tw/items/DFAQ1IA900IHF35/000001_1760581395.jpg,💊膠囊,0,葉黃素液態軟膠囊 140顆,140.0,11.36
PChome,高清葉黃素,【高清葉黃素】極致比例葉黃素+獨家消旋玉米黃素+超臨界蝦紅素｜全台獨家雙重10:2符合國際新實證,1440,https://24h.pchome.com.tw/prod/DFAQ1I-1900IFO2K,https://cs-a.ecimg.tw/items/DFAQ1I1900IFO2K/000001_1741580039.jpg,⚖️10:2比例 🦐蝦紅素 🦐舒緩專注,0,【高清葉黃素】極致比例葉黃素+獨家消旋玉米黃素+超臨界蝦紅素｜全台獨家雙重10:2符合國際新實證,,0.0
PChome,專利葉黃,專利葉黃素20mg素食膠囊(30顆),650,https://24h.pchome.com.tw/prod/DBBB9D-A900A1QN3,https://cs-a.ecimg.tw/items/DBBB9DA900A1QN3/000001_1741670893.jpg,💊膠囊,0,專利葉黃素20mg素食膠囊(30顆),30.0,21.67
PChome,舒利視金,舒利視金盞花葉黃素(60顆/盒),598,https://24h.pchome.com.tw/prod/DBBB1Q-A9007GG8B,https://cs-a.ecimg.tw/items/DBBB1QA9007GG8B/000001_1631761160.jpg,,0,舒利視金盞花葉黃素(60顆/盒),60.0,9.97
PChome,Puritans Pride,【Puritans Pride 】游離型式 葉黃素 20 MG 超值晶亮 (120顆/瓶),1291,https://24h.pchome.com.tw/prod/DBBC6W-A900FG9JV,https://cs-a.ecimg.tw/items/DBBC6WA900FG9JV/000001_1662016462.jpg,✅游離型,0,【Puritans Pride 】游離型式 葉黃素 20 MG 超值晶亮 (120顆/瓶),120.0,10.76
PChome,視倍明葉,視倍明葉黃素膠囊(30粒)~葉黃素30mg含蝦紅素,400,https://24h.pchome.com.tw/prod/DBBC82-A900GB8G9,https://cs-a.ecimg.tw/items/DBBC82A900GB8G9/000001_1683709692.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,0,視倍明葉黃素膠囊(30粒)~葉黃素30mg含蝦紅素,30.0,13.33
PChome,葉黃素液,葉黃素液態軟膠囊(140顆/罐),1606,https://24h.pchome.com.tw/prod/DFAQ1I-A900I1PNZ,https://cs-a.ecimg.tw/items/DFAQ1IA900I1PNZ/000001_1764821528.jpg,💊膠囊,0,葉黃素液態軟膠囊(140顆/罐),140.0,11.47
PChome,優適金盞,優適金盞花葉黃素(90粒/瓶),970,https://24h.pchome.com.tw/prod/DBBB0G-A9008FE5B,https://cs-a.ecimg.tw/items/DBBB0GA9008FE5B/000001_1764565425.jpg,,0,優適金盞花葉黃素(90粒/瓶),90.0,10.78
PChome,金盞花葉,金盞花葉黃素 1盒(30顆/盒),599,https://24h.pchome.com.tw/prod/DFAQ1I-A900IEOV9,https://cs-a.ecimg.tw/items/DFAQ1IA900IEOV9/000001_1757575828.jpg,,0,金盞花葉黃素 1盒(30顆/盒),30.0,19.97
PChome,新複方葉,新複方葉黃素軟膠囊(130粒),1610,https://24h.pchome.com.tw/prod/DBBC6W-A900FU6G9,https://cs-a.ecimg.tw/items/DBBC6WA900FU6G9/000001_1670911587.jpg,💊膠囊,0,新複方葉黃素軟膠囊(130粒),130.0,12.38
PChome,葉黃素 ,葉黃素 20 毫克綜合軟膠囊(150粒/罐),1886,https://24h.pchome.com.tw/prod/DFAQ1I-A900IZEKF,https://cs-a.ecimg.tw/items/DFAQ1IA900IZEKF/000001_1751021153.jpg,💊膠囊,0,葉黃素 20 毫克綜合軟膠囊(150粒/罐),150.0,12.57
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒2入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2),513,https://24h.pchome.com.tw/prod/DFAQ1I-A900I15P4,https://cs-a.ecimg.tw/items/DFAQ1IA900I15P4/000001_1734667462.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,0,EUREYE葉黃素複方軟膠囊 30粒2入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A+B2),60.0,8.55
PChome,葉黃素枸,葉黃素枸杞軟膠囊60顆(游離型葉黃素/8倍濃縮枸杞),1550,https://24h.pchome.com.tw/prod/DFAE0H-A900GE4XA,https://cs-a.ecimg.tw/items/DFAE0HA900GE4XA/000001_1767888310.jpg,✅游離型 💊膠囊,0,葉黃素枸杞軟膠囊60顆(游離型葉黃素/8倍濃縮枸杞),60.0,25.83
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒8入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A),2012,https://24h.pchome.com.tw/prod/DBBC0N-A900B5LTM,https://cs-a.ecimg.tw/items/DBBC0NA900B5LTM/000001_1751337897.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,0,EUREYE葉黃素複方軟膠囊 30粒8入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A),240.0,8.38
PChome,電競葉黃,電競葉黃素 軟膠囊 (30粒/盒),690,https://24h.pchome.com.tw/prod/DBAW6V-A900GBDKW,https://cs-a.ecimg.tw/items/DBAW6VA900GBDKW/000001_1683793231.jpg,💊膠囊,0,電競葉黃素 軟膠囊 (30粒/盒),30.0,23.0
PChome,專利游離,專利游離型葉黃素x蝦紅素_增量版 1入組/共30粒(添加花青素、玉米黃素、蝦紅素) 最佳比例15:3．全素可食,599,https://24h.pchome.com.tw/prod/DFAQ1I-A900IHXVQ,https://cs-a.ecimg.tw/items/DFAQ1IA900IHXVQ/000001_1742979266.jpg,✅游離型 🦐蝦紅素 🫐花青素 🦐舒緩專注 🫐夜視守護,0,專利游離型葉黃素x蝦紅素_增量版 1入組/共30粒(添加花青素、玉米黃素、蝦紅素) 最佳比例15:3．全素可食,30.0,19.97
PChome,金盞花葉,金盞花葉黃素膠囊(B群特別版)30粒/盒(可增進神經系統的健康 維他命B),650,https://24h.pchome.com.tw/prod/DBAU1O-A900B6AQ4,https://cs-a.ecimg.tw/items/DBAU1OA900B6AQ4/000001_1711095127.jpg,💊膠囊,0,金盞花葉黃素膠囊(B群特別版)30粒/盒(可增進神經系統的健康 維他命B),30.0,21.67
PChome,升級版 ,升級版 攔洸葉黃素 1盒(45粒/盒),1260,https://24h.pchome.com.tw/prod/DFAS00-A900GQPGP,https://cs-a.ecimg.tw/items/DFAS00A900GQPGP/000001_1697528162.jpg,,0,升級版 攔洸葉黃素 1盒(45粒/盒),45.0,28.0
PChome,黑醋栗葉,黑醋栗葉黃素(60錠/瓶),1478,https://24h.pchome.com.tw/prod/DFAI00-A900GB0TK,https://cs-a.ecimg.tw/items/DFAI00A900GB0TK/000001_1745483429.jpg,🫐花青素,0,黑醋栗葉黃素(60錠/瓶),60.0,24.63
PChome,葉黃素2,葉黃素20毫克複合膠囊(150粒/瓶),1710,https://24h.pchome.com.tw/prod/DBBC07-A900DYX7Z,https://cs-a.ecimg.tw/items/DBBC07A900DYX7Z/000001_1661938212.jpg,💊膠囊,0,葉黃素20毫克複合膠囊(150粒/瓶),150.0,11.4
PChome,EURE,EUREYE葉黃素複方軟膠囊 30粒5入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A),1267,https://24h.pchome.com.tw/prod/DBBC0N-A900BP2Q9,https://cs-a.ecimg.tw/items/DBBC0NA900BP2Q9/000001_1750987916.jpg,✅游離型 🫐花青素 🫐夜視守護 💊膠囊,0,EUREYE葉黃素複方軟膠囊 30粒5入組(德國原裝 游離型.玉米黃素.藍莓(山桑子).維他命A),150.0,8.45
PChome,游離型葉,游離型葉黃素軟膠囊 (90粒/罐),790,https://24h.pchome.com.tw/prod/DBBC6W-A900GOCY2,https://cs-a.ecimg.tw/items/DBBC6WA900GOCY2/000001_1759308144.jpg,✅游離型 💊膠囊,0,游離型葉黃素軟膠囊 (90粒/罐),90.0,8.78
PChome,高單位3,高單位30mg葉黃素+蝦紅素膠囊 1入(60粒/罐),499,https://24h.pchome.com.tw/prod/DBBB89-A900AWTTY,https://cs-a.ecimg.tw/items/DBBB89A900AWTTY/000001_1602055482.jpg,🦐蝦紅素 🦐舒緩專注 💊膠囊,0,高單位30mg葉黃素+蝦紅素膠囊 1入(60粒/罐),60.0,8.32
PChome,有酵金盞,有酵金盞花葉黃素凍(18入x2盒),934,https://24h.pchome.com.tw/prod/DFAG09-1900HHNHY,https://cs-a.ecimg.tw/items/DFAG091900HHNHY/000001_1768554394.jpg,🧃飲品/凍,0,有酵金盞花葉黃素凍(18入x2盒),,0.0
PChome,(2入組,(2入組)V金盞花萃取物葉黃素複方軟膠囊 60粒,1760,https://24h.pchome.com.tw/prod/DBAUGQ-A900FLBDZ,https://cs-a.ecimg.tw/items/DBAUGQA900FLBDZ/000001_1717054708.jpg,💊膠囊,0,(2入組)V金盞花萃取物葉黃素複方軟膠囊 60粒,120.0,14.67
PChome,清新視界,清新視界金盞花萃取物(含游離型葉黃素)30粒/盒,560,https://24h.pchome.com.tw/prod/DDCV2S-A900HM2HP,https://cs-a.ecimg.tw/items/DDCV2SA900HM2HP/000001_1746785773.jpg,✅游離型,0,清新視界金盞花萃取物(含游離型葉黃素)30粒/盒,30.0,18.67
PChome,金盞花萃,金盞花萃取物葉黃素複方膠囊30粒,529,https://24h.pchome.com.tw/prod/DBBB1Q-A9007KODZ,https://cs-a.ecimg.tw/items/DBBB1QA9007KODZ/000001_1685675089.jpg,💊膠囊,0,金盞花萃取物葉黃素複方膠囊30粒,30.0,17.63
PChome,金盞花葉,金盞花葉黃素(30顆/包),390,https://24h.pchome.com.tw/prod/DBBBJB-A900I2GJK,https://cs-a.ecimg.tw/items/DBBBJBA900I2GJK/000001_1731310835.jpg,,0,金盞花葉黃素(30顆/包),30.0,13.0
PChome,高單位葉,高單位葉黃素20MG軟膠囊1瓶(90顆)(FloraGLO專利葉黃素),980,https://24h.pchome.com.tw/prod/QEABAC-A90086R75,https://cs-a.ecimg.tw/items/QEABACA90086R75/000001_1753777706.jpg,💎FloraGLO 💊膠囊,0,高單位葉黃素20MG軟膠囊1瓶(90顆)(FloraGLO專利葉黃素),90.0,10.89
PChome,BHKs,BHKs 葉黃素+決明子 軟膠囊 (30粒/盒),480,https://24h.pchome.com.tw/prod/DBBBDF-A900FTR7G,https://cs-a.ecimg.tw/items/DBBBDFA900FTR7G/000001_1670471790.jpg,💊膠囊,0,BHKs 葉黃素+決明子 軟膠囊 (30粒/盒),30.0,16.0
PChome,液態金盞,液態金盞花葉黃素 30粒/盒,360,https://24h.pchome.com.tw/prod/DFAQ1I-A900IFDZ9,https://cs-a.ecimg.tw/items/DFAQ1IA900IFDZ9/000001_1741336337.jpg,,0,液態金盞花葉黃素 30粒/盒,30.0,12.0
PChome,專利葉黃,專利葉黃素20mg素食膠囊(60顆),1280,https://24h.pchome.com.tw/prod/DBBC6L-A900DX1PB,https://cs-a.ecimg.tw/items/DBBC6LA900DX1PB/000001_1747979871.jpg,💊膠囊,0,專利葉黃素20mg素食膠囊(60顆),60.0,21.33
MOMO,白蘭氏,【白蘭氏】官方直營 晶研全方位葉黃素EX 60錠X2瓶(共120錠 金盞花/蝦紅素 強化型葉黃素 張晨光推薦),3762,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11887556&Area=search&mdiv=403&oid=2_1&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i3.momoshop.com.tw/1767145342/goodsimg/0011/887/556/11887556_OR_m.webp,🦐蝦紅素 🦐舒緩專注,0,【白蘭氏】官方直營 晶研全方位葉黃素EX 60錠X2瓶(共120錠 金盞花/蝦紅素 強化型葉黃素 張晨光推薦),3600.0,1.04
MOMO,悠活原力,【悠活原力】金盞花萃取葉黃素 + 紅藻萃取蝦紅素 複方軟膠囊3盒(30粒/盒 共90粒 吳淡如真情推薦),1999,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10039567&Area=search&mdiv=403&oid=2_2&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i2.momoshop.com.tw/1763117407/goodsimg/0010/039/567/10039567_OR_m.webp,🦐蝦紅素 🦐舒緩專注 💊膠囊,0,【悠活原力】金盞花萃取葉黃素 + 紅藻萃取蝦紅素 複方軟膠囊3盒(30粒/盒 共90粒 吳淡如真情推薦),90.0,22.21
MOMO,天地合補,【天地合補】Advanced金盞花葉黃素濃縮飲15ml×16入x2盒(共32入/柯佳嬿代言),1672,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7621684&Area=search&mdiv=403&oid=2_3&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i1.momoshop.com.tw/1766772482/goodsimg/0007/621/684/7621684_OR_m.webp,🧃飲品/凍,0,【天地合補】Advanced金盞花葉黃素濃縮飲15ml×16入x2盒(共32入/柯佳嬿代言),,0.0
MOMO,悠活原力,【悠活原力】金盞花萃取葉黃素+紅藻萃取蝦紅素複方軟膠囊x5(30粒/盒 共150粒 吳淡如推薦),3299,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9538651&Area=search&mdiv=403&oid=2_4&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i1.momoshop.com.tw/1763117403/goodsimg/0009/538/651/9538651_OR_m.webp,🦐蝦紅素 🦐舒緩專注 💊膠囊,0,【悠活原力】金盞花萃取葉黃素+紅藻萃取蝦紅素複方軟膠囊x5(30粒/盒 共150粒 吳淡如推薦),150.0,21.99
MOMO,白蘭氏,【白蘭氏】官方直營 黑醋栗葉黃素(60錠 金盞花/維生素A 保護晶亮又舒適 官珮慈醫師推薦),1546,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11740916&Area=search&mdiv=403&oid=2_5&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i4.momoshop.com.tw/1767145337/goodsimg/0011/740/916/11740916_OR_m.webp,🫐花青素,0,【白蘭氏】官方直營 黑醋栗葉黃素(60錠 金盞花/維生素A 保護晶亮又舒適 官珮慈醫師推薦),60.0,25.77
MOMO,善存,【善存】游離型葉黃素軟膠囊20mg 3盒組(60粒/盒-視網膜推薦 3週看見不同 分子小好吸收 天然萬壽菊萃取),1977,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=9819574&Area=search&mdiv=403&oid=2_6&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i1.momoshop.com.tw/1765287220/goodsimg/0009/819/574/9819574_OR_m.webp,✅游離型 💊膠囊,0,【善存】游離型葉黃素軟膠囊20mg 3盒組(60粒/盒-視網膜推薦 3週看見不同 分子小好吸收 天然萬壽菊萃取),180.0,10.98
MOMO,大研生醫,【大研生醫】視易適葉黃素6入組(共180粒.陳美鳳代言.添加蝦紅素.智利酒果.山桑子),5549,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10372280&Area=search&mdiv=403&oid=2_7&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i3.momoshop.com.tw/1765796210/goodsimg/0010/372/280/10372280_OR_m.webp,🦐蝦紅素 🫐花青素 🦐舒緩專注 🫐夜視守護,0,【大研生醫】視易適葉黃素6入組(共180粒.陳美鳳代言.添加蝦紅素.智利酒果.山桑子),1080.0,5.14
MOMO,善存,【善存】游離型葉黃素軟膠囊20mg 2盒組(60粒/盒-視網膜推薦 3週看見不同 分子小好吸收 天然萬壽菊萃取),1318,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8405403&Area=search&mdiv=403&oid=2_8&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i3.momoshop.com.tw/1765287661/goodsimg/0008/405/403/8405403_OR_m.webp,✅游離型 💊膠囊,0,【善存】游離型葉黃素軟膠囊20mg 2盒組(60粒/盒-視網膜推薦 3週看見不同 分子小好吸收 天然萬壽菊萃取),120.0,10.98
MOMO,DHC,【DHC】藍莓精華II 30日份(60粒/包 暗處視覺 花青素 葉黃素),544,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6743538&Area=search&mdiv=403&oid=2_9&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i1.momoshop.com.tw/1765805762/goodsimg/0006/743/538/6743538_OR_m.webp,🫐花青素 🫐夜視守護,0,【DHC】藍莓精華II 30日份(60粒/包 暗處視覺 花青素 葉黃素),60.0,9.07
MOMO,健康優見,moPro會員專屬【健康優見】高單位升級版葉黃素軟膠囊x12瓶(30粒/瓶)(永信監製),4800,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14598889&Area=search&mdiv=403&oid=2_10&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i4.momoshop.com.tw/1761922278/goodsimg/0014/598/889/14598889_OR_m.webp,💊膠囊,0,moPro會員專屬【健康優見】高單位升級版葉黃素軟膠囊x12瓶(30粒/瓶)(永信監製),360.0,13.33
MOMO,健康優見,【健康優見】升級版葉黃素軟膠囊金盞花萃取物30粒x5瓶(永信監製),1112,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14482103&Area=search&mdiv=403&oid=2_11&cid=index&kw=%E8%91%89%E9%BB%83%E7%B4%A0,https://i1.momoshop.com.tw/1761950195/goodsimg/0014/482/103/14482103_OR_m.webp,💊膠囊,0,【健康優見】升級版葉黃素軟膠囊金盞花萃取物30粒x5瓶(永信監製),150.0,7.41
